"Parameter","Unit","fips","name","state","Month","Year","MeasureValue"
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2012,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2013,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2014,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2017,0.114
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2018,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2020,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2021,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",1,2022,0.0333333333333333
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2012,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2013,0.0575
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2014,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2018,0.0856
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2020,0.0575
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2021,0.114
"PIC","MG/L",24003,"Anne Arundel County","MD",2,2022,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2012,0.23
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2013,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2014,0.039
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2016,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2018,0.038
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2020,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2021,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",3,2022,0.06
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2012,0.071
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2013,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2014,0.032
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2016,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2018,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2020,0.034
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2021,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",4,2022,0.106666666666667
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2012,0.0746666666666667
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2013,0.033
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2014,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2016,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2018,0.038
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2020,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",5,2022,0.11
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2012,0.0565
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2013,0.084
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2014,0.0505
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2015,0.052
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2016,0.185
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2018,0.083
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2020,0.055
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2021,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",6,2022,0.07
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2012,0.042
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2013,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2014,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2015,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2017,0.05
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2018,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2020,0.0403333333333333
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2021,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",7,2022,0.06
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2012,0.037
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2013,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2014,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2015,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2016,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2018,0.0565
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2019,0.0435
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2020,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2021,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",8,2022,0.085
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2012,0.0373333333333333
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2013,0.057
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2014,0.0315
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2015,0.1085
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2016,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2018,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2021,0.04
"PIC","MG/L",24003,"Anne Arundel County","MD",9,2022,0.06
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2011,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2012,0.05475
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2013,0.064
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2014,0.0333333333333333
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2016,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2018,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2020,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",10,2021,0.035
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2011,0.0455
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2012,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2013,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2014,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2016,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2017,0.076
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2018,0.036
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2020,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",11,2021,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2011,0.031
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2012,0.039
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2013,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2014,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2016,0.066
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2017,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2018,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2019,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2020,0.03
"PIC","MG/L",24003,"Anne Arundel County","MD",12,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2017,0.039
"PIC","MG/L",24011,"Caroline County","MD",1,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2020,0.0325
"PIC","MG/L",24011,"Caroline County","MD",1,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",1,2022,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2015,0.0365
"PIC","MG/L",24011,"Caroline County","MD",2,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2017,0.073
"PIC","MG/L",24011,"Caroline County","MD",2,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",2,2022,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",3,2021,0.0375
"PIC","MG/L",24011,"Caroline County","MD",3,2022,0.06
"PIC","MG/L",24011,"Caroline County","MD",4,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2019,0.0385
"PIC","MG/L",24011,"Caroline County","MD",4,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",4,2022,0.06
"PIC","MG/L",24011,"Caroline County","MD",5,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2018,0.0325
"PIC","MG/L",24011,"Caroline County","MD",5,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",5,2022,0.06
"PIC","MG/L",24011,"Caroline County","MD",6,2012,0.076
"PIC","MG/L",24011,"Caroline County","MD",6,2013,0.03775
"PIC","MG/L",24011,"Caroline County","MD",6,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",6,2022,0.06
"PIC","MG/L",24011,"Caroline County","MD",7,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",7,2022,0.06
"PIC","MG/L",24011,"Caroline County","MD",8,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2019,0.085
"PIC","MG/L",24011,"Caroline County","MD",8,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",8,2022,0.06
"PIC","MG/L",24011,"Caroline County","MD",9,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2016,0.0316666666666667
"PIC","MG/L",24011,"Caroline County","MD",9,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",9,2022,0.06
"PIC","MG/L",24011,"Caroline County","MD",10,2011,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2012,0.034
"PIC","MG/L",24011,"Caroline County","MD",10,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",10,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2011,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2013,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2016,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2018,0.0625
"PIC","MG/L",24011,"Caroline County","MD",11,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",11,2021,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2011,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2012,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2014,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2015,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2016,0.0365
"PIC","MG/L",24011,"Caroline County","MD",12,2017,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2018,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2019,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2020,0.03
"PIC","MG/L",24011,"Caroline County","MD",12,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2014,0.048
"PIC","MG/L",24025,"Harford County","MD",1,2015,0.0385
"PIC","MG/L",24025,"Harford County","MD",1,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2018,0.0333333333333333
"PIC","MG/L",24025,"Harford County","MD",1,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",1,2022,0.03
"PIC","MG/L",24025,"Harford County","MD",2,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",2,2013,0.084
"PIC","MG/L",24025,"Harford County","MD",2,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",2,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",2,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",2,2018,0.0438
"PIC","MG/L",24025,"Harford County","MD",2,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",2,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",2,2021,0.0775
"PIC","MG/L",24025,"Harford County","MD",2,2022,0.045
"PIC","MG/L",24025,"Harford County","MD",3,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",3,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",3,2015,0.0413333333333333
"PIC","MG/L",24025,"Harford County","MD",3,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",3,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",3,2018,0.031
"PIC","MG/L",24025,"Harford County","MD",3,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",3,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",3,2021,0.0271428571428571
"PIC","MG/L",24025,"Harford County","MD",3,2022,0.06
"PIC","MG/L",24025,"Harford County","MD",4,2012,0.053
"PIC","MG/L",24025,"Harford County","MD",4,2013,0.0318
"PIC","MG/L",24025,"Harford County","MD",4,2015,0.0329090909090909
"PIC","MG/L",24025,"Harford County","MD",4,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",4,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",4,2018,0.0555
"PIC","MG/L",24025,"Harford County","MD",4,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",4,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",4,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",4,2022,0.06
"PIC","MG/L",24025,"Harford County","MD",5,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",5,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",5,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",5,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",5,2017,0.03075
"PIC","MG/L",24025,"Harford County","MD",5,2018,0.0306666666666667
"PIC","MG/L",24025,"Harford County","MD",5,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",5,2020,0.034
"PIC","MG/L",24025,"Harford County","MD",5,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",5,2022,0.07
"PIC","MG/L",24025,"Harford County","MD",6,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2018,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",6,2022,0.06
"PIC","MG/L",24025,"Harford County","MD",7,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2018,0.0471666666666667
"PIC","MG/L",24025,"Harford County","MD",7,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",7,2022,0.06
"PIC","MG/L",24025,"Harford County","MD",8,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2018,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",8,2022,0.06
"PIC","MG/L",24025,"Harford County","MD",9,2012,0.062
"PIC","MG/L",24025,"Harford County","MD",9,2013,0.035
"PIC","MG/L",24025,"Harford County","MD",9,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",9,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",9,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",9,2018,0.03
"PIC","MG/L",24025,"Harford County","MD",9,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",9,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",9,2021,0.04
"PIC","MG/L",24025,"Harford County","MD",9,2022,0.06
"PIC","MG/L",24025,"Harford County","MD",10,2011,0.095
"PIC","MG/L",24025,"Harford County","MD",10,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2018,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",10,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2011,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2013,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2018,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2020,0.03
"PIC","MG/L",24025,"Harford County","MD",11,2021,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2011,0.041
"PIC","MG/L",24025,"Harford County","MD",12,2012,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2013,0.068
"PIC","MG/L",24025,"Harford County","MD",12,2014,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2015,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2016,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2017,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2018,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2019,0.03
"PIC","MG/L",24025,"Harford County","MD",12,2020,0.0773333333333333
"PIC","MG/L",24025,"Harford County","MD",12,2021,0.03
"PIC","MG/L",51013,"Arlington County","VA",1,2013,0.03
"PIC","MG/L",51013,"Arlington County","VA",1,2020,0.3195
"PIC","MG/L",51013,"Arlington County","VA",2,2013,0.13
"PIC","MG/L",51013,"Arlington County","VA",2,2020,0.0446666666666667
"PIC","MG/L",51013,"Arlington County","VA",3,2020,0.03
"PIC","MG/L",51013,"Arlington County","VA",4,2020,0.037
"PIC","MG/L",51013,"Arlington County","VA",5,2020,0.03
"PIC","MG/L",51013,"Arlington County","VA",6,2013,0.03
"PIC","MG/L",51013,"Arlington County","VA",6,2020,0.03
"PIC","MG/L",51013,"Arlington County","VA",7,2013,0.03
"PIC","MG/L",51013,"Arlington County","VA",7,2020,0.03
"PIC","MG/L",51013,"Arlington County","VA",8,2013,0.03
"PIC","MG/L",51013,"Arlington County","VA",8,2020,0.03
"PIC","MG/L",51013,"Arlington County","VA",9,2020,0.03
"PIC","MG/L",51013,"Arlington County","VA",10,2012,0.059
"PIC","MG/L",51013,"Arlington County","VA",10,2019,0.03
"PIC","MG/L",51013,"Arlington County","VA",11,2012,0.077
"PIC","MG/L",51013,"Arlington County","VA",11,2019,0.032
"PIC","MG/L",51013,"Arlington County","VA",12,2012,0.03
"PIC","MG/L",51013,"Arlington County","VA",12,2019,0.03
"PIC","MG/L",51059,"Fairfax County","VA",1,2015,0.03
"PIC","MG/L",51059,"Fairfax County","VA",2,2013,0.03
"PIC","MG/L",51059,"Fairfax County","VA",2,2015,0.03
"PIC","MG/L",51059,"Fairfax County","VA",3,2013,0.0856666666666667
"PIC","MG/L",51059,"Fairfax County","VA",3,2015,0.03
"PIC","MG/L",51059,"Fairfax County","VA",4,2013,0.03
"PIC","MG/L",51059,"Fairfax County","VA",4,2015,0.03
"PIC","MG/L",51059,"Fairfax County","VA",5,2013,0.03
"PIC","MG/L",51059,"Fairfax County","VA",5,2015,0.03
"PIC","MG/L",51059,"Fairfax County","VA",5,2020,0.03
"PIC","MG/L",51059,"Fairfax County","VA",6,2013,0.03
"PIC","MG/L",51059,"Fairfax County","VA",6,2015,0.03
"PIC","MG/L",51059,"Fairfax County","VA",7,2013,0.032
"PIC","MG/L",51059,"Fairfax County","VA",7,2015,0.041
"PIC","MG/L",51059,"Fairfax County","VA",8,2013,0.03
"PIC","MG/L",51059,"Fairfax County","VA",8,2015,0.031
"PIC","MG/L",51059,"Fairfax County","VA",9,2013,0.03
"PIC","MG/L",51059,"Fairfax County","VA",9,2015,0.03
"PIC","MG/L",51059,"Fairfax County","VA",10,2014,0.03
"PIC","MG/L",51059,"Fairfax County","VA",11,2014,0.03
"PIC","MG/L",51059,"Fairfax County","VA",12,2014,0.03
